name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bakery,cafe,store,meal_takeaway,bar,liquor_store,grocery_or_supermarket,night_club,meal_delivery,book_store,movie_theater,tourist_attraction,lodging,school,parking,travel_agency,real_estate_agency,general_contractor,supermarket,gas_station,car_wash,convenience_store
Bro,"12 Place de la Daurade, Toulouse",Place de la Daurade,43.60186640000001,1.4394766,1097,4.8,10,48,27.84,8,1,"(4.7, 4.9]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bibent,"5 Place du Capitole, Toulouse",Place du Capitole,43.60378600000001,1.443377,1098,4.1,489,2004,27.83616632240684,2,8,"(4.0, 4.1]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Serail,"23 Rue Denfert Rochereau, Toulouse",Rue Denfert Rochereau,43.6081136,1.4489628,1100,4.6,28,128,27.816926944174206,6,2,"(4.5, 4.6]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAISON GOOD,"30 Boulevard Maréchal Leclerc, Toulouse",Boulevard Maréchal Leclerc,43.60853059999999,1.4321816,1101,4.4,82,360,27.780780950488356,4,3,"(4.3, 4.4]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Mariposa,"31 Rue Matabiau, Toulouse",Rue Matabiau,43.6113739,1.4475871,1102,4.2,259,1087,27.77585900914126,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit San Seb,"6 Rue du Rempart Villeneuve, Toulouse",Rue du Rempart Villeneuve,43.6055527,1.4464986,1103,4.2,259,1087,27.77585900914126,3,6,"(4.1, 4.3]","(195.0, 283.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pépé,France,France,43.60149500000001,1.4450828,1106,4.5,47,211,27.77444036071073,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Atelier de l'écharpe,"8 Rue de l'Écharpe, Toulouse",Rue de l'Écharpe,43.60023880000001,1.441468,1108,4.0,861,3444,27.74001260581462,1,9,"(3.6, 4.0]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Byblos,"6 Place du Président Thomas Wilson, Toulouse",Place du Président Thomas Wilson,43.60438669999999,1.4470913,1110,4.1,463,1898,27.738882063173605,2,8,"(4.0, 4.1]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caffè Luce,"8 Place de l'Estrapade, Toulouse",Place de l'Estrapade,43.5988868,1.4327771,1112,4.4,80,352,27.733595942764556,4,3,"(4.3, 4.4]","(48.0, 86.0]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Kiosque by New School Tacos,"Parvis de la Gare, Boulevard Pierre Semard, Toulouse",de la Gare Boulevard Pierre Semard,43.6111674,1.4533588,1113,4.5,46,207,27.732410242567084,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La mie d'Anna,"d'arc, 13 Place Jeanne d'Arc, Toulouse",13 Place Jeanne d'Arc,43.6090997,1.4466028,1114,4.3,140,602,27.71835055341642,3,5,"(4.1, 4.3]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Café Adjacent,"15 Allées Jules Guesde, Toulouse",Allées Jules Guesde,43.593384,1.4468733,1115,4.2,248,1041,27.696697059470107,3,6,"(4.1, 4.3]","(195.0, 283.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,"1 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.60575610000001,1.4482614,1116,3.8,3073,11677,27.692737728974233,1,9,"(3.6, 4.0]","(667.0, inf]","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom's Pizza,"53 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.6094219,1.4445154,1118,4.2,247,1037,27.6893272036906,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacos Fever - Livraison de Nuit à Toulouse,"3 Boulevard des Minimes, Toulouse",Boulevard des Minimes,43.6145243,1.4506054,1119,4.1,449,1840,27.684209998113623,2,8,"(4.0, 4.1]","(418.0, 667.0]","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Loge 24,"Place des Carmes, Toulouse",des Carmes,43.5976484,1.4445199,1120,4.3,137,589,27.677898438772548,3,5,"(4.1, 4.3]","(133.5, 195.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bagel Français Saint Aubin,"41 Rue Caraman, Toulouse",Rue Caraman,43.6019698,1.4541071,1121,4.5,44,198,27.645537044187847,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chalet du poulet braisé,"118 Avenue de Lombez, Toulouse",Avenue de Lombez,43.59479990000001,1.4124506,1122,4.5,44,198,27.645537044187847,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Café Honorine,"64 Avenue de Lombez, Toulouse",Avenue de Lombez,43.59554799999999,1.4175547,1125,4.4,76,334,27.635579806035487,4,3,"(4.3, 4.4]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kong Burger,"68 Avenue de Grande Bretagne, Toulouse",Avenue de Grande Bretagne,43.5984669,1.4188245,1127,4.8,9,43,27.620364045308758,8,1,"(4.7, 4.9]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mlle Coccinelle,"16 Rue de l'Étoile, Toulouse",Rue de l'Étoile,43.60142159999999,1.4537605,1128,4.7,15,70,27.617628917561703,7,1,"(4.6, 4.7]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tchaco Déli,"marche couvert, Toulouse",couvert,43.5975729,1.4302061,1129,4.7,15,70,27.617628917561703,7,1,"(4.6, 4.7]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POKE lab,"6 Allées du Président Franklin Roosevelt, Toulouse",Allées du Président Franklin Roosevelt,43.6051335,1.4482054,1131,4.2,235,987,27.598485021541293,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dip's Tea,"28 Rue Pharaon, Toulouse",Rue Pharaon,43.59609520000001,1.4443897,1133,4.1,426,1746,27.590579356321143,2,8,"(4.0, 4.1]","(418.0, 667.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Refectoire Café Restaurant,"8 Place des Carmes, Toulouse",Place des Carmes,43.5975629,1.4442455,1134,4.2,231,970,27.567170315547006,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamburgeria - by Forno Gusto,"6 Rue Léon Gambetta, Toulouse",Rue Léon Gambetta,43.6022847,1.4412604,1135,4.5,42,189,27.554621806790554,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFC Toulouse Centre ville,"17 Rue de Toul, Toulouse",Rue de Toul,43.61168879999999,1.4382874,1137,3.9,1451,5658,27.540502908507168,1,9,"(3.6, 4.0]","(667.0, inf]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Marcel,"36 Rue Charles de Rémusat, Toulouse",Rue Charles de Rémusat,43.60640530000001,1.4447838,1139,4.2,227,953,27.535308600211117,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Duplex,"24 Allées Jean Jaurès, Toulouse",Allées Jean Jaurès,43.605881,1.449503,1141,4.0,758,3032,27.518676822528214,1,9,"(3.6, 4.0]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bistrot du Port,"5 Port Saint-Sauveur, Toulouse",Port Saint-Sauveur,43.5952096,1.4558294,1143,4.2,224,940,27.511041677003483,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fil A la Une,"8 Place du Pont Neuf, Toulouse",Place du Pont Neuf,43.59952699999999,1.4408088,1144,4.2,222,932,27.494682492692686,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry's Hot-Dog,"174 Rue des Fontaines, Toulouse",Rue des Fontaines,43.6021311,1.4159542,1146,4.7,14,65,27.47680176768772,7,1,"(4.6, 4.7]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creperie Saladerie,"60 Rue du Taur, Toulouse",Rue du Taur,43.6074619,1.4423264,1148,4.4,68,299,27.423039215907444,4,3,"(4.3, 4.4]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Délice du Capitole Toulouse Restaurant Tacos sandwiches grillades a emporter,"7 Rue Lafayette, Toulouse",Rue Lafayette,43.6049969,1.4443964,1149,4.0,713,2852,27.412358119407465,1,9,"(3.6, 4.0]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Peilharote,"23 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6024215,1.4377208,1150,4.2,212,890,27.410610615900758,3,6,"(4.1, 4.3]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Capri,"25 Rue des Changes, Toulouse",Rue des Changes,43.6009884,1.4435649,1151,4.5,39,175,27.409790731619246,5,2,"(4.4, 4.5]","(22.0, 48.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloy Thaï,"16 Rue d'Austerlitz, Toulouse",Rue d'Austerlitz,43.6063078,1.4475212,1152,4.1,383,1570,27.40111497327135,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABBYSINIA,"44 Rue des 7 Troubadours, Toulouse",Rue des 7 Troubadours,43.6069023,1.4528145,1154,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Tokyo Sushi Languedoc,"8 Rue du Languedoc, Toulouse",Rue du Languedoc,43.5950323,1.4452624,1156,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Station-S,"91 Boulevard Déodat de Sévérac, Toulouse",Boulevard Déodat de Sévérac,43.5888904,1.422435,1157,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crêp’&Co,"29 Rue des Changes, Toulouse",Rue des Changes,43.6011124,1.4436692,1158,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le labo des Apéros Toqués,"15 Place Occitane, Toulouse",Place Occitane,43.6025107,1.4500017,1159,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuisine Coréenne Traditionelle,"Compans, Toulouse",Compans Toulouse,43.6053653,1.4345651,1160,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAKUMI,"23 Route de Blagnac, Toulouse",Route de Blagnac,43.6116634,1.4139356,1161,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ga on, traiteur coreen","Promenade Raymond V, Toulouse",Raymond V,43.6052983,1.4344073,1163,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alimentation Générale Night Shop Sanwicherie Kebab,France,France,43.6142747,1.4113374,1165,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sushi-Bowl,"40 Rue du Taur, Toulouse",Rue du Taur,43.6065047,1.442577,1166,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Coin Des Delices,"2 bis Allées du Président Franklin Roosevelt, Toulouse",bis Allées du Président Franklin Roosevelt,43.6050874,1.4481164,1168,5.0,3,15,27.385606273598313,9,0,"(4.9, inf]","(0.0, 7.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Label Poutine,"63 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6044074,1.439486,1171,4.3,114,490,27.334690860746832,3,4,"(4.1, 4.3]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'AVENUE CHICHA TOULOUSE,"98-99 Contre-allée du Boulevard de l'Embouchure, Toulouse",Contre-allée du Boulevard de l'Embouchure,43.6120592,1.4226792,1172,4.5,37,166,27.306907758301477,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro Régent Blvd Strasbourg,"14 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.60693240000001,1.4476372,1174,3.9,1257,4902,27.297407582975236,1,9,"(3.6, 4.0]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria La Manufacture,"6 Rue Valade, Toulouse",Rue Valade,43.60406059999999,1.4364315,1176,4.1,357,1463,27.27593968605999,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Monica,"5 Rue Jacques Cujas, Toulouse",Rue Jacques Cujas,43.60138240000001,1.4409814,1178,4.1,355,1455,27.265936247525882,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Chouette,"9 Rue de la Barutte, Toulouse",Rue de la Barutte,43.603172,1.4452956,1180,4.2,189,793,27.201139577527627,3,5,"(4.1, 4.3]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nan kebab,"21 Rue des Filatiers, Toulouse",Rue des Filatiers,43.5987066,1.4441033,1182,4.1,342,1402,27.19950703483015,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Moi,"28 Port Saint-Sauveur, Toulouse",Port Saint-Sauveur,43.59665409999999,1.456896,1183,4.1,339,1389,27.183818762632633,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Bon Vivre,"15 bis Place du Président Thomas Wilson, Toulouse",bis Place du Président Thomas Wilson,43.6049733,1.4466784,1184,3.9,1164,4539,27.167216623224093,1,9,"(3.6, 4.0]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poke Bonheur,"14 Rue Emile Cartailhac, Toulouse",Rue Emile Cartailhac,43.60743590000001,1.4402411,1185,4.7,12,56,27.16215185642384,7,1,"(4.6, 4.7]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rose Blanche,"47 Rue de Metz, Toulouse",Rue de Metz,43.6006402,1.4512739,1186,4.2,183,768,27.142294576867805,3,5,"(4.1, 4.3]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restaurant miam mian,"11 Rue Jean Suau, Toulouse",Rue Jean Suau,43.6021615,1.4405549,1187,4.3,102,438,27.12698073857624,3,4,"(4.1, 4.3]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Dorado,"10 Descente de la Halle aux Poissons, Toulouse",Descente de la Halle aux Poissons,43.5986681,1.4410147,1189,4.0,601,2404,27.115497888010957,1,8,"(3.6, 4.0]","(418.0, 667.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Bodrum,"rue des 31000, 6 Rue des Lois, Toulouse",des 31000 6 Rue des Lois,43.60504359999999,1.4425074,1191,4.1,315,1291,27.05307327053736,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le MasTroquet du Marché,"42 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.609004,1.44562,1193,4.1,314,1287,27.047411557100176,2,7,"(4.0, 4.1]","(283.0, 418.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Annexe de la Braisière,"COTE GAUCHE, 42 Rue Pharaon, Toulouse",GAUCHE 42 Rue Pharaon,43.5967207,1.4443714,1195,4.6,19,87,27.04226656438301,6,1,"(4.5, 4.6]","(7.0, 22.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bar Glacier Le Dauphin,"3 bis Boulevard de Strasbourg, Toulouse",bis Boulevard de Strasbourg,43.60595299999999,1.44812,1196,4.1,313,1283,27.041731783940435,2,7,"(4.0, 4.1]","(283.0, 418.0]","['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Carmen,"14 Avenue Maurice Hauriou, Toulouse",Avenue Maurice Hauriou,43.5927793,1.4431975,1197,4.0,575,2300,27.038671378758522,1,8,"(3.6, 4.0]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Pizzathèque,"26 Boulevard de la Gare, Toulouse",Boulevard de la Gare,43.6049105,1.4574194,1199,4.3,97,417,27.033118457344848,3,4,"(4.1, 4.3]","(86.0, 133.5]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Beaubourg,"37 Place des Carmes, Toulouse",Place des Carmes,43.5972452,1.4452655,1200,4.0,571,2284,27.026544432983393,1,8,"(3.6, 4.0]","(418.0, 667.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friend's Café,"63 Allée de Brienne, Toulouse",Allée de Brienne,43.6073721,1.4265862,1202,4.5,32,144,27.023174902439578,5,2,"(4.4, 4.5]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Tantina De Burgos,"27 Avenue de la Garonnette, Toulouse",Avenue de la Garonnette,43.5964337,1.4412767,1204,3.9,1065,4153,27.01666347032155,1,9,"(3.6, 4.0]","(667.0, inf]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le break Compans,"19 Place Arnaud Bernard, Toulouse",Place Arnaud Bernard,43.6106664,1.4394995,1206,4.1,308,1262,27.01305793765182,2,7,"(4.0, 4.1]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasserie de l'Opéra,"1 Place du Capitole, Toulouse",Place du Capitole,43.603855,1.444224,1207,4.0,565,2260,27.008193791277755,1,8,"(3.6, 4.0]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunside Café,"3 Place des Carmes, Toulouse",Place des Carmes,43.59737570000001,1.4441821,1208,4.3,95,408,26.994211502742044,3,4,"(4.1, 4.3]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamboo,"9-11 Rue John-Fitzgerald Kennedy, Toulouse",Rue John-Fitzgerald Kennedy,43.6057059,1.4455296,1209,4.7,11,51,26.98454562024366,7,1,"(4.6, 4.7]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'arène Des Pizzas,"397 Route de Saint-Simon, Toulouse",Route de Saint-Simon,43.5908405,1.4174068,1211,4.4,54,237,26.98253254322107,4,3,"(4.3, 4.4]","(48.0, 86.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
